,pid,model,align_condition,lr_sup,lr_unsup,lr,lam_a_cyc,lam_dist,hidden_size,alpha,temp,s,loss
207,_5dg33phby,cycle_and_distribution,misaligned,,,0.251188643150958,1.6865112786636458,0.0044914244742742,100,0.8830080901017745,0.2,30,32.861138960132486
208,_5dg33phby,euclidean,misaligned,,,0.1258925411794167,,,100,0.8518325428475185,0.6000000000000001,30,44.98697866597372
209,_5dg33phby,discrete,misaligned,,,0.0039810717055349,,,100,0.9617343565562118,1.1,30,53.02231121560414
210,_5idkqfh4f,cycle_and_distribution,misaligned,,,0.0630957344480193,0.6775345578975329,0.0060117568704889,100,0.2078531171338937,1.0,30,53.51487721014535
211,_5idkqfh4f,euclidean,misaligned,,,0.0158489319246111,,,100,0.2963785289878472,0.5,30,53.671688618180696
212,_5idkqfh4f,discrete,misaligned,,,0.0019952623149688,,,100,0.7852675329832448,1.4,30,53.51089524400528
213,_5iyeaj1h4,cycle_and_distribution,aligned,,,0.1258925411794167,0.8727758450204246,0.0070293567316999,100,0.7726487822563508,0.3,30,31.813371210395623
214,_5iyeaj1h4,euclidean,aligned,,,0.1258925411794167,,,100,0.8478843281855026,0.3,30,41.07988731594536
215,_5iyeaj1h4,discrete,aligned,,,0.0019952623149688,,,100,0.8795842867636071,1.2000000000000002,30,50.21924194221408
216,_5jvftallo,cycle_and_distribution,aligned,,,0.1258925411794167,1.2407349341169127,0.0084048832416621,100,0.7546204782587227,0.2,30,17.81662027407635
217,_5jvftallo,euclidean,aligned,,,0.0158489319246111,,,100,0.684767701370568,0.3,30,38.16251642702032
218,_5jvftallo,discrete,aligned,,,0.0019952623149688,,,100,0.999845729953942,1.4,30,52.23512651366146
219,_5jyukirmh,cycle_and_distribution,misaligned,,,0.251188643150958,1.412508948529625,0.0033730832504046,100,0.9575040981075172,0.5,30,35.62661057529007
220,_5jyukirmh,euclidean,misaligned,,,0.251188643150958,,,100,0.6502583874704548,0.6000000000000001,30,48.08743530267508
221,_5jyukirmh,discrete,misaligned,,,0.001,,,100,0.7879924152401075,0.8,30,51.98264814600302
222,_5pzmt0eok,cycle_and_distribution,misaligned,,,0.0630957344480193,1.052206882044791,0.0048203634017452,100,0.5540253925696074,0.2,30,48.50043501121501
223,_5pzmt0eok,euclidean,misaligned,,,0.0158489319246111,,,100,0.7379321894565949,0.5,30,49.92915651551667
224,_5pzmt0eok,discrete,misaligned,,,0.0039810717055349,,,100,0.8475723615767318,0.9,30,52.15479978102989
225,_5qu0d92e3,cycle_and_distribution,misaligned,,,0.251188643150958,1.4486754023013062,0.001327697486416,100,0.4653624185622703,0.3,30,47.4727279276381
226,_5qu0d92e3,euclidean,misaligned,,,0.001,,,100,0.422797920486798,0.3,30,52.93418761847109
227,_5qu0d92e3,discrete,misaligned,,,0.001,,,100,0.1800991526572591,1.1,30,50.80077075798503
228,_5yv1rwgsg,cycle_and_distribution,aligned,,,0.1258925411794167,0.6425564292306186,0.0066733210692108,100,0.8710278266804248,0.3,30,17.325155182251432
229,_5yv1rwgsg,euclidean,aligned,,,0.0630957344480193,,,100,0.8271454533376335,0.3,30,36.89704283679463
230,_5yv1rwgsg,discrete,aligned,,,0.001,,,100,0.8348176243740183,1.3,30,53.31267888666019
231,_5ywqj78dr,cycle_and_distribution,misaligned,,,0.1258925411794167,1.3746871490736567,0.0084460832859162,100,0.951833782880176,0.5,30,47.317274194527016
232,_5ywqj78dr,euclidean,misaligned,,,0.0316227766016837,,,100,0.5535289034415269,0.6000000000000001,30,51.738072285210656
233,_5ywqj78dr,discrete,misaligned,,,0.0019952623149688,,,100,0.8823623468868058,1.4,30,52.80561689920891
234,_5z1s6khv1,cycle_and_distribution,misaligned,,,0.251188643150958,1.974485776728761,0.0099393081302042,100,0.7166171145627388,0.3,30,39.225580454749256
235,_5z1s6khv1,euclidean,misaligned,,,0.251188643150958,,,100,0.6759844269853063,0.8,30,50.097203202467966
236,_5z1s6khv1,discrete,misaligned,,,0.001,,,100,0.0027750546240206,1.1,30,52.29877666957933
237,_60b18hnsx,cycle_and_distribution,aligned,,,0.1258925411794167,0.7322881863555705,0.0081101784219358,100,0.9338738259642956,0.2,30,14.958551488984202
238,_60b18hnsx,euclidean,aligned,,,0.251188643150958,,,100,0.8489066283511056,0.5,30,33.28943197216409
239,_60b18hnsx,discrete,aligned,,,0.0079432823472428,,,100,0.4280482025233559,1.4,30,51.41866004995042
240,_665vimjue,cycle_and_distribution,misaligned,,,0.251188643150958,1.178821169209049,0.0088665797660889,100,0.853730370193857,1.1,30,51.62869874094734
241,_665vimjue,euclidean,misaligned,,,0.251188643150958,,,100,0.5639228898228826,1.5,30,53.22389417374446
242,_665vimjue,discrete,misaligned,,,0.001,,,100,0.4789276364499861,1.3,30,54.29569075070919
243,_68ac0g0oq,cycle_and_distribution,aligned,,,0.0316227766016837,1.7751278051312984,0.0056684480434304,100,0.9862057279177372,0.2,30,14.466635985589257
244,_68ac0g0oq,euclidean,aligned,,,0.251188643150958,,,100,0.8491052394031555,0.5,30,36.06667456466436
245,_68ac0g0oq,discrete,aligned,,,0.0039810717055349,,,100,0.5063926161943093,1.3,30,51.61457353321138
246,_6arsuc32n,cycle_and_distribution,misaligned,,,0.0316227766016837,1.821271436700037,0.0090154452006652,100,0.7148833306097545,0.3,30,47.53088870890358
247,_6arsuc32n,euclidean,misaligned,,,0.251188643150958,,,100,0.2173888856334438,0.2,30,50.88482421597504
248,_6arsuc32n,discrete,misaligned,,,0.0039810717055349,,,100,0.5690331138565596,1.2000000000000002,30,51.59890875693756
249,_6bes892et,cycle_and_distribution,misaligned,,,0.251188643150958,1.6096808517669556,0.0073363871949721,100,0.6975778817141113,0.7000000000000001,30,49.868483463957794
250,_6bes892et,euclidean,misaligned,,,0.251188643150958,,,100,0.1684499695161592,0.5,30,53.4906962240258
251,_6bes892et,discrete,misaligned,,,0.001,,,100,0.8006109615560031,1.4,30,53.20586398829963
252,_6di2ll4yl,cycle_and_distribution,misaligned,,,0.0630957344480193,0.8108629168195836,0.0010694524886999,100,0.7693413531122143,0.2,30,35.63772735658099
253,_6di2ll4yl,euclidean,misaligned,,,0.251188643150958,,,100,0.9749130110905654,0.5,30,44.6986901979612
254,_6di2ll4yl,discrete,misaligned,,,0.0019952623149688,,,100,0.3988668844818699,1.4,30,52.38428846610122
255,_6gvi7nugg,cycle_and_distribution,misaligned,,,0.1258925411794167,1.279991010573599,0.0017582983192534,100,0.9612241327873758,0.5,30,42.10813126272424
256,_6gvi7nugg,euclidean,misaligned,,,0.251188643150958,,,100,0.2548589895177667,0.3,30,50.87736192979831
257,_6gvi7nugg,discrete,misaligned,,,0.0019952623149688,,,100,0.7507251004643475,1.0,30,51.50540743936061
258,_6k8wdnkk2,cycle_and_distribution,aligned,,,0.1258925411794167,1.4782920047743109,0.0052283342944861,100,0.8584746156303837,0.2,30,17.528367939862765
259,_6k8wdnkk2,euclidean,aligned,,,0.0158489319246111,,,100,0.897865627120794,0.5,30,37.68401982308855
260,_6k8wdnkk2,discrete,aligned,,,0.0158489319246111,,,100,0.8812728418800811,1.3,30,52.84026358236643
261,_6nu540l7y,cycle_and_distribution,misaligned,,,0.0019952623149688,1.209051601523352,0.0021714441325393,100,0.6000967315593885,0.3,30,51.57453552926952
262,_6nu540l7y,euclidean,misaligned,,,0.0158489319246111,,,100,0.9352297425024424,0.6000000000000001,30,51.9511105824153
263,_6nu540l7y,discrete,misaligned,,,0.0019952623149688,,,100,0.6270722246939178,1.5,30,53.80972566875245
264,_6rft4cpbu,cycle_and_distribution,misaligned,,,0.0158489319246111,1.9638952377293568,0.0068312290202011,100,0.9782679871863826,1.0,30,50.33093460195784
265,_6rft4cpbu,euclidean,misaligned,,,0.0630957344480193,,,100,0.9941281557305048,1.3,30,51.17493941013628
266,_6rft4cpbu,discrete,misaligned,,,0.0019952623149688,,,100,0.2138369156277401,1.4,30,53.1491133428161
267,_6sfaiqkoe,cycle_and_distribution,misaligned,,,0.0039810717055349,0.7478077685234112,0.0058947830639393,100,0.7171705884215129,0.8,30,53.04569737868722
268,_6sfaiqkoe,euclidean,misaligned,,,0.251188643150958,,,100,0.5606707185339985,1.0,30,52.83977568005803
269,_6sfaiqkoe,discrete,misaligned,,,0.001,,,100,0.6280063383890012,1.4,30,54.20956233340043
270,_6zu7sij36,cycle_and_distribution,misaligned,,,0.251188643150958,1.74234978713893,0.0097391822732138,100,0.9488336887584208,1.4,30,51.86633493134407
271,_6zu7sij36,euclidean,misaligned,,,0.0079432823472428,,,100,0.2846530989526494,0.2,30,53.085280971803854
272,_6zu7sij36,discrete,misaligned,,,0.001,,,100,0.0045207842076459,1.4,30,51.4206586055823
273,_73802wzsu,cycle_and_distribution,misaligned,,,0.251188643150958,0.691745857384906,0.0067263321736823,100,0.9692973535833516,0.5,30,33.89270713832711
274,_73802wzsu,euclidean,misaligned,,,0.0316227766016837,,,100,0.905596439931055,0.9,30,52.20656438132576
275,_73802wzsu,discrete,misaligned,,,0.0019952623149688,,,100,0.3062640675997171,1.4,30,52.62547205427434
276,_788jox4uw,cycle_and_distribution,misaligned,,,0.1258925411794167,1.5293254011773096,0.0077738383193916,100,0.591174924134979,0.4,30,44.91955413708805
277,_788jox4uw,euclidean,misaligned,,,0.251188643150958,,,100,0.6957183125029954,0.7000000000000001,30,51.80715921649559
278,_788jox4uw,discrete,misaligned,,,0.0019952623149688,,,100,0.1277848861416706,1.3,30,52.01732291246428
279,_7i493sjju,cycle_and_distribution,aligned,,,0.1258925411794167,0.6632572785285087,0.0071453820149489,100,0.774084503685257,0.2,30,18.33098077712297
280,_7i493sjju,euclidean,aligned,,,0.1258925411794167,,,100,0.8905378489543192,0.3,30,29.826545262956763
281,_7i493sjju,discrete,aligned,,,0.0019952623149688,,,100,0.152523305457192,1.1,30,53.50004207684223
282,_7ilc6ed7v,cycle_and_distribution,misaligned,,,0.0079432823472428,1.4899847433072089,0.005171582805677,100,0.8174311698118674,0.5,30,48.27723341014087
283,_7ilc6ed7v,euclidean,misaligned,,,0.0079432823472428,,,100,0.4862676709665567,0.4,30,52.1135679185096
284,_7ilc6ed7v,discrete,misaligned,,,0.001,,,100,0.7903997172486977,0.9,30,50.847511137268434
285,_7ipvfqfom,cycle_and_distribution,misaligned,,,0.251188643150958,1.9965045182848429,0.0032541252519758,100,0.8638053782963949,0.5,30,48.0414397225522
286,_7ipvfqfom,euclidean,misaligned,,,0.1258925411794167,,,100,0.6041555652168598,0.4,30,49.42293354516273
287,_7ipvfqfom,discrete,misaligned,,,0.0039810717055349,,,100,0.5846391195413889,1.1,30,51.79093201648248
288,_7pzzqbn55,cycle_and_distribution,misaligned,,,0.251188643150958,0.8998730786807605,0.0047458355404149,100,0.4482812343496092,0.4,30,49.99294233383818
289,_7pzzqbn55,euclidean,misaligned,,,0.251188643150958,,,100,0.4772745728950869,0.4,30,48.20721616324319
290,_7pzzqbn55,discrete,misaligned,,,0.001,,,100,0.9877789974532948,1.3,30,53.924357825124936
291,_82k2oribs,cycle_and_distribution,aligned,,,0.251188643150958,1.6883517182026546,0.0090846371357766,100,0.7822695099470282,0.2,30,25.07447134074545
292,_82k2oribs,euclidean,aligned,,,0.0158489319246111,,,100,0.7525604211311903,0.3,30,36.36732878487551
293,_82k2oribs,discrete,aligned,,,0.0079432823472428,,,100,0.6483080054649786,1.2000000000000002,30,51.17373136830641
294,_84jnc12ky,cycle_and_distribution,aligned,,,0.0039810717055349,1.6023650554755622,0.0061748016302924,100,0.8131020563651906,1.0,30,51.934959383920166
295,_84jnc12ky,euclidean,aligned,,,0.0079432823472428,,,100,0.8487256558681899,1.1,30,52.91252671783152
296,_84jnc12ky,discrete,aligned,,,0.001,,,100,0.0347540189241238,1.5,30,51.82212681869906
297,_84xuj99kg,cycle_and_distribution,misaligned,,,0.1258925411794167,0.625434757200317,0.0017855981776923,100,0.5988356081232623,0.4,30,45.023318750885466
298,_84xuj99kg,euclidean,misaligned,,,0.1258925411794167,,,100,0.7682997826747493,1.4,30,51.58386325692239
299,_84xuj99kg,discrete,misaligned,,,0.001,,,100,0.4924470969191555,1.3,30,52.61010097214567
300,_8ef7ks2ry,cycle_and_distribution,aligned,,,0.251188643150958,0.7951251888859364,0.0090184391671014,100,0.6903579582051115,0.2,30,19.877031016400903
301,_8ef7ks2ry,euclidean,aligned,,,0.251188643150958,,,100,0.9467318678950752,0.4,30,34.00266810291826
302,_8ef7ks2ry,discrete,aligned,,,0.0019952623149688,,,100,0.0866266833512957,1.0,30,53.14631362803576
303,_8gpl288k6,cycle_and_distribution,aligned,,,0.0316227766016837,0.7550211411405445,0.0071277467510832,100,0.9403838546534112,0.5,30,39.4804778400825
304,_8gpl288k6,euclidean,aligned,,,0.251188643150958,,,100,0.9377375315724884,0.3,30,40.53689947780081
305,_8gpl288k6,discrete,aligned,,,0.0079432823472428,,,100,0.909024931702041,1.2000000000000002,30,49.44710256521065
306,_8kut74l8v,cycle_and_distribution,aligned,,,0.0158489319246111,0.9345302768089558,0.0074889838889842,100,0.4747712995351356,0.3,30,49.15773780232892
307,_8kut74l8v,euclidean,aligned,,,0.1258925411794167,,,100,0.9400357728109662,0.6000000000000001,30,48.60398643372858
308,_8kut74l8v,discrete,aligned,,,0.001,,,100,0.8028689726946293,1.2000000000000002,30,51.86912527280424
309,_8mgxhy529,cycle_and_distribution,misaligned,,,0.0079432823472428,0.6106959623537654,0.0088804061548334,100,0.374951227014059,0.3,30,51.745971603355976
310,_8mgxhy529,euclidean,misaligned,,,0.001,,,100,0.823752605702372,0.6000000000000001,30,52.13269215548375
311,_8mgxhy529,discrete,misaligned,,,0.001,,,100,0.7446317887016458,1.3,30,53.20399670552324
312,_8mkp67urq,cycle_and_distribution,misaligned,,,0.1258925411794167,1.151021195967403,0.0059375650624473,100,0.7086044128018072,1.1,30,52.09163829855315
313,_8mkp67urq,euclidean,misaligned,,,0.251188643150958,,,100,0.9994974955304806,0.9,30,51.09906488981803
314,_8mkp67urq,discrete,misaligned,,,0.0019952623149688,,,100,0.0347095916060145,1.2000000000000002,30,52.761479808787016
315,_8ml7i66kp,cycle_and_distribution,misaligned,,,0.251188643150958,1.2884073982989164,0.0052795812065423,100,0.9255464553703904,1.1,30,48.13179616164231
316,_8ml7i66kp,euclidean,misaligned,,,0.0630957344480193,,,100,0.1633780181358998,0.3,30,52.70267700878116
317,_8ml7i66kp,discrete,misaligned,,,0.0079432823472428,,,100,0.7552135658514891,1.4,30,51.26709872200578
318,_92im5glrr,cycle_and_distribution,misaligned,,,0.0630957344480193,1.5947883105096374,0.0016854143146568,100,0.5955084167900092,0.2,30,42.95618378840794
319,_92im5glrr,euclidean,misaligned,,,0.251188643150958,,,100,0.887283334729894,1.0,30,49.667479363215485
320,_92im5glrr,discrete,misaligned,,,0.0039810717055349,,,100,0.5841469705583856,1.4,30,52.74399392455884
321,_92yquxl7l,cycle_and_distribution,misaligned,,,0.0079432823472428,1.347735848441014,0.0072941094084932,100,0.2941682719183403,0.2,30,52.251728766018864
322,_92yquxl7l,euclidean,misaligned,,,0.0630957344480193,,,100,0.4099230812368208,0.4,30,51.46944064276174
323,_92yquxl7l,discrete,misaligned,,,0.0039810717055349,,,100,0.8303866075639608,1.1,30,48.30425821685811
324,_94v94uf24,cycle_and_distribution,aligned,,,0.1258925411794167,1.4500915708622215,0.0086578970702018,100,0.8189990940889467,0.2,30,11.19553676018573
325,_94v94uf24,euclidean,aligned,,,0.1258925411794167,,,100,0.9384235103935828,0.3,30,30.80002002162486
326,_94v94uf24,discrete,aligned,,,0.0019952623149688,,,100,0.1876808891525865,1.1,30,53.61248331436624
327,_95hvtgshn,cycle_and_distribution,aligned,,,0.251188643150958,1.784928407997202,0.0076809081640073,100,0.6778542399861994,0.5,30,48.05230104970738
328,_95hvtgshn,euclidean,aligned,,,0.251188643150958,,,100,0.9007361785960464,0.7000000000000001,30,50.99446264899879
329,_95hvtgshn,discrete,aligned,,,0.0019952623149688,,,100,0.7894086673624061,1.1,30,52.32135594178022
330,_966oxnjux,cycle_and_distribution,aligned,,,0.0316227766016837,0.9202073682898468,0.0070781857663725,100,0.8927645870065478,0.2,30,15.0281021341983
331,_966oxnjux,euclidean,aligned,,,0.0630957344480193,,,100,0.9762006506037922,0.4,30,35.989784660289075
332,_966oxnjux,discrete,aligned,,,0.0039810717055349,,,100,0.3848424171186261,1.2000000000000002,30,52.23063417688466
333,_99ktog8tq,cycle_and_distribution,aligned,,,0.0316227766016837,1.2360092746326812,0.0078098264669378,100,0.9629919749429656,0.2,30,25.05815989565089
334,_99ktog8tq,euclidean,aligned,,,0.251188643150958,,,100,0.9333909424392938,0.4,30,34.69463150956357
335,_99ktog8tq,discrete,aligned,,,0.0158489319246111,,,100,0.9695184689330304,1.5,30,52.46634685036816
336,_99twippk4,cycle_and_distribution,misaligned,,,0.1258925411794167,0.6432198722777399,0.0090055231986779,100,0.5930993551147131,0.3,30,50.274678630352334
337,_99twippk4,euclidean,misaligned,,,0.001,,,100,0.5556501773257412,0.5,30,53.56790951450092
338,_99twippk4,discrete,misaligned,,,0.0039810717055349,,,100,0.7133254842044875,1.3,30,53.40983917942871
339,_9b4edx686,cycle_and_distribution,aligned,,,0.0630957344480193,1.5508018198164453,0.0057159731435571,100,0.7949918406471712,0.3,30,21.84566499225769
340,_9b4edx686,euclidean,aligned,,,0.1258925411794167,,,100,0.9611993587646288,0.5,30,35.43362727125408
341,_9b4edx686,discrete,aligned,,,0.0019952623149688,,,100,0.632554804625859,1.3,30,53.69633833029319
342,_9ednor4er,cycle_and_distribution,aligned,,,0.0316227766016837,1.3481885163879712,0.0081310798478181,100,0.8643789909876664,0.2,30,16.517058937469127
343,_9ednor4er,euclidean,aligned,,,0.0158489319246111,,,100,0.9626348357712766,0.4,30,38.0636652394557
344,_9ednor4er,discrete,aligned,,,0.0019952623149688,,,100,0.4706164246085391,1.1,30,52.95673358989894
345,_9f1ycutsx,cycle_and_distribution,misaligned,,,0.0630957344480193,1.998268291401997,0.0023955940398655,100,0.2599219212797028,0.3,30,51.192923672467934
346,_9f1ycutsx,euclidean,misaligned,,,0.0158489319246111,,,100,0.7310756327132357,0.4,30,51.7306140602072
347,_9f1ycutsx,discrete,misaligned,,,0.0019952623149688,,,100,0.0490163489537421,1.3,30,51.77903764939311
348,_9fk8s4ja1,cycle_and_distribution,aligned,,,0.0019952623149688,0.9438513779267788,0.0050871342436019,100,0.9735003768600736,1.0,30,52.19710040697301
349,_9fk8s4ja1,euclidean,aligned,,,0.001,,,100,0.5419904090394995,0.5,30,51.987718809581
350,_9fk8s4ja1,discrete,aligned,,,0.001,,,100,0.8710643674606271,1.5,30,51.49051428587825
351,_9hytrg0zc,cycle_and_distribution,misaligned,,,0.1258925411794167,0.984801532540182,0.0060054334719171,100,0.6603772337376,0.4,30,49.8186778647346
352,_9hytrg0zc,euclidean,misaligned,,,0.0630957344480193,,,100,0.2696969711249852,0.3,30,53.07140099844072
353,_9hytrg0zc,discrete,misaligned,,,0.001,,,100,0.4748434700852859,1.1,30,52.73604505181439
354,_9or1tog6e,cycle_and_distribution,misaligned,,,0.0316227766016837,1.3763204011367312,0.0092172400759475,100,0.5259964874467373,0.2,30,42.81361256810554
355,_9or1tog6e,euclidean,misaligned,,,0.0630957344480193,,,100,0.6518321191587646,0.4,30,48.61249553207976
356,_9or1tog6e,discrete,misaligned,,,0.0039810717055349,,,100,0.0483784890081154,1.2000000000000002,30,53.054142214372405
357,_9tn7euey8,cycle_and_distribution,aligned,,,0.001,0.6292717701623193,0.0027460451135392,100,0.8846020224852774,0.4,30,52.89742667846635
358,_9tn7euey8,euclidean,aligned,,,0.001,,,100,0.8802529449001901,0.4,30,51.067326837802405
359,_9tn7euey8,discrete,aligned,,,0.0019952623149688,,,100,0.4005608847060509,1.4,30,52.38119831204594
360,_9wpht9fyh,cycle_and_distribution,misaligned,,,0.1258925411794167,1.8983629221103469,0.005416460243926,100,0.6574394470081257,0.5,30,47.23905676299033
361,_9wpht9fyh,euclidean,misaligned,,,0.1258925411794167,,,100,0.1371535594410302,0.4,30,53.201693478297976
362,_9wpht9fyh,discrete,misaligned,,,0.001,,,100,0.3984492733624692,1.4,30,52.30057582524682
363,_a1as62biw,cycle_and_distribution,aligned,,,0.0158489319246111,1.7188561091845442,0.0020866414371614,100,0.8311185127388241,0.3,30,24.07452242164416
364,_a1as62biw,euclidean,aligned,,,0.251188643150958,,,100,0.929044591212962,0.4,30,33.03156607080728
365,_a1as62biw,discrete,aligned,,,0.0019952623149688,,,100,0.8375678888181487,1.4,30,52.63811140808847
366,_a6v95yo21,cycle_and_distribution,aligned,,,0.0316227766016837,1.6079566740071916,0.0077815948831998,100,0.9757204080158678,0.2,30,24.831272632000086
367,_a6v95yo21,euclidean,aligned,,,0.0630957344480193,,,100,0.7220681059076789,0.4,30,39.31429002021234
368,_a6v95yo21,discrete,aligned,,,0.001,,,100,0.7785918552434089,0.9,30,51.18486998874732
369,_acfj1oxxt,cycle_and_distribution,misaligned,,,0.0630957344480193,0.8482756428277252,0.0078480778343875,100,0.5559731574008775,0.2,30,45.89533926923735
370,_acfj1oxxt,euclidean,misaligned,,,0.1258925411794167,,,100,0.6158223281003433,0.9,30,52.398756000640645
371,_acfj1oxxt,discrete,misaligned,,,0.0019952623149688,,,100,0.4298350735456304,1.3,30,51.41092804859965
372,_ae3z1ijiy,cycle_and_distribution,aligned,,,0.0079432823472428,1.9654761208258689,0.0022958917072251,100,0.9414845912314108,0.4,30,42.33124457329399
373,_ae3z1ijiy,euclidean,aligned,,,0.0079432823472428,,,100,0.9077471652720428,0.4,30,43.73633800479432
374,_ae3z1ijiy,discrete,aligned,,,0.0019952623149688,,,100,0.7184432578942131,1.5,30,51.33599293496354
375,_ahm99lqfy,cycle_and_distribution,misaligned,,,0.251188643150958,1.5459206550799078,0.0064778269228333,100,0.9653289803623216,1.0,30,49.380607355621706
376,_ahm99lqfy,euclidean,misaligned,,,0.0630957344480193,,,100,0.3100803339363986,0.2,30,51.49311045317921
377,_ahm99lqfy,discrete,misaligned,,,0.0158489319246111,,,100,0.4106318062729854,1.1,30,41.14300926617205
378,_alc4nk3ww,cycle_and_distribution,misaligned,,,0.1258925411794167,0.9639705044336856,0.0065993508337671,100,0.8509405678610976,0.9,30,50.26722283031116
379,_alc4nk3ww,euclidean,misaligned,,,0.0316227766016837,,,100,0.6496488217900717,0.2,30,48.96213749185437
380,_alc4nk3ww,discrete,misaligned,,,0.0039810717055349,,,100,0.9994506727291926,1.3,30,49.89705353686763
381,_an2dzau20,cycle_and_distribution,misaligned,,,0.251188643150958,1.681146437434052,0.0047170867867584,100,0.7009302840790953,0.3,30,39.786446457222375
382,_an2dzau20,euclidean,misaligned,,,0.251188643150958,,,100,0.1408114305437781,0.3,30,53.367664873509234
383,_an2dzau20,discrete,misaligned,,,0.0039810717055349,,,100,0.1828733305914532,1.5,30,52.76419947226848
384,_apjvx6tqh,cycle_and_distribution,aligned,,,0.1258925411794167,1.0341295828951762,0.0012722520613355,100,0.6892407158662505,0.2,30,33.693458979845914
385,_apjvx6tqh,euclidean,aligned,,,0.0630957344480193,,,100,0.8347420985793892,0.4,30,39.40692010230714
386,_apjvx6tqh,discrete,aligned,,,0.001,,,100,0.1666414358184912,1.2000000000000002,30,51.13309724021907
387,_b53r3ob3i,cycle_and_distribution,aligned,,,0.0158489319246111,1.0238594643466232,0.0029292348198542,100,0.9598742096541676,0.2,30,30.506934585032365
388,_b53r3ob3i,euclidean,aligned,,,0.251188643150958,,,100,0.9653893102066498,0.5,30,38.37052349351308
389,_b53r3ob3i,discrete,aligned,,,0.0079432823472428,,,100,0.943206400526924,1.4,30,50.20896444051535
390,_b9pclp87h,cycle_and_distribution,aligned,,,0.1258925411794167,1.9494988830843267,0.0069099397890694,100,0.8540225695836893,0.2,30,29.34781482225985
391,_b9pclp87h,euclidean,aligned,,,0.251188643150958,,,100,0.7591498268025599,0.3,30,39.094590217587466
392,_b9pclp87h,discrete,aligned,,,0.0019952623149688,,,100,0.75089227606191,1.2000000000000002,30,53.84331073185181
393,_bajw3ilbr,cycle_and_distribution,aligned,,,0.251188643150958,1.384984344653173,0.0081605009826931,100,0.9790274119672692,0.3,30,23.077458319494
394,_bajw3ilbr,euclidean,aligned,,,0.0158489319246111,,,100,0.7931700763602234,0.2,30,33.76458706707063
395,_bajw3ilbr,discrete,aligned,,,0.0079432823472428,,,100,0.1099740236927312,1.1,30,48.83968341054533
396,_bc66lqk09,cycle_and_distribution,misaligned,,,0.251188643150958,1.4491487855777605,0.0042564407757843,100,0.6211827798145476,0.4,30,52.32597163605286
397,_bc66lqk09,euclidean,misaligned,,,0.001,,,100,0.0570562225561563,1.0,30,53.74881539796064
398,_bc66lqk09,discrete,misaligned,,,0.001,,,100,0.7406115672165818,1.0,30,51.68191708824488
399,_bc8m5apo3,cycle_and_distribution,aligned,,,0.251188643150958,1.0287262307123202,0.0030471807245203,100,0.9193180427923264,0.3,30,36.995840671944485
400,_bc8m5apo3,euclidean,aligned,,,0.0316227766016837,,,100,0.7487660060102056,0.3,30,45.80870593947853
401,_bc8m5apo3,discrete,aligned,,,0.0019952623149688,,,100,0.2123870207457949,1.4,30,52.76618337912239
402,_bd903ghjm,cycle_and_distribution,aligned,,,0.0158489319246111,0.6080467827715447,0.0097927674050224,100,0.9690121941151406,0.2,30,18.127213249758864
403,_bd903ghjm,euclidean,aligned,,,0.251188643150958,,,100,0.8473739704842808,0.2,30,32.61946888357408
404,_bd903ghjm,discrete,aligned,,,0.001,,,100,0.6257248324917134,1.1,30,53.70549424804214
405,_bjxx670uu,cycle_and_distribution,misaligned,,,0.0158489319246111,1.897747834995284,0.0053792013694112,100,0.9094010274414592,0.5,30,48.48031973461855
406,_bjxx670uu,euclidean,misaligned,,,0.251188643150958,,,100,0.7486609024771023,1.1,30,52.67117914185416
407,_bjxx670uu,discrete,misaligned,,,0.0019952623149688,,,100,0.5688553427263231,1.4,30,52.75653372377433
408,_bkns602ei,cycle_and_distribution,aligned,,,0.0158489319246111,1.7721950393841253,0.0036891828133964,100,0.9977501922901708,0.3,30,29.85910935694756
409,_bkns602ei,euclidean,aligned,,,0.0630957344480193,,,100,0.9039524969334456,0.4,30,38.57777589293392
410,_bkns602ei,discrete,aligned,,,0.0019952623149688,,,100,0.6820681570788585,1.3,30,52.313066012594014
411,_bwn4ufmhr,cycle_and_distribution,aligned,,,0.0158489319246111,1.30897411103533,0.0071797283851729,100,0.9439617300556322,0.5,30,42.73782363606678
412,_bwn4ufmhr,euclidean,aligned,,,0.251188643150958,,,100,0.9162964657055052,0.3,30,41.6911196907998
413,_bwn4ufmhr,discrete,aligned,,,0.0039810717055349,,,100,0.8692311867866443,1.4,30,52.66801899986284
414,_by1i8cb0i,cycle_and_distribution,misaligned,,,0.1258925411794167,0.6121160240363887,0.0018189856806787,100,0.6337034132632229,0.7000000000000001,30,51.80028073736839
415,_by1i8cb0i,euclidean,misaligned,,,0.0158489319246111,,,100,0.1270965784361007,0.2,30,53.2494512878795
416,_by1i8cb0i,discrete,misaligned,,,0.0079432823472428,,,100,0.09830981671332,1.5,30,52.408304602304064
417,_c0p6zlfrc,cycle_and_distribution,aligned,,,0.0316227766016837,1.6083628470379825,0.0061323627859117,100,0.8664343190836312,0.4,30,24.12533273516999
418,_c0p6zlfrc,euclidean,aligned,,,0.251188643150958,,,100,0.9403557982584736,0.7000000000000001,30,38.83772392036985
419,_c0p6zlfrc,discrete,aligned,,,0.0019952623149688,,,100,0.8300127963459264,1.0,30,51.73981806658805
420,_ccdbxwo80,cycle_and_distribution,aligned,,,0.1258925411794167,1.6050031235697282,0.0089397177759592,100,0.9077423658064148,0.3,30,15.770486907659928
